des_plan|anio_apertura_expediente|abandona|convocatoria_acceso|des_acceso|sexo|municipio|anio_nacimiento_interval|nota_admision_def|expediente|cod_plan
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|8.078|628|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|GUIJUELO|(1995.0, 2000.0]|9.178|631|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|9.818|633|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|10.956|634|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|8.678|640|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Formación Profesional|H|GUAREÑA|(1990.0, 1995.0]|7.62|641|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|D|CÁCERES|(1995.0, 2000.0]|10.746|642|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|NUÑOMORAL|(1995.0, 2000.0]|9.4|644|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|D|BADAJOZ|(1995.0, 2000.0]|10.722|645|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|SEP|Selectividad|H|SANTIAGO DEL CAMPO|(1990.0, 1995.0]|5.956|649|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|9.394|650|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|8.478|655|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|MADRID|(1995.0, 2000.0]|9.85|657|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|8.644|658|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|OLIVENZA|(1995.0, 2000.0]|9.492|660|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|D|BADAJOZ|(1995.0, 2000.0]|10.922|662|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Formación Profesional|H|MADRID|(1990.0, 1995.0]|8.46|667|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Formación Profesional|H|BADAJOZ|(1990.0, 1995.0]|7.92|669|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|6.192|670|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Formación Profesional|H|DON BENITO|(1990.0, 1995.0]|8.15|673|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|LEPE|(1995.0, 2000.0]|6.342|679|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|7.418|684|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Formación Profesional|H|BADAJOZ|(1990.0, 1995.0]|7.27|686|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Formación Profesional|H|CASTILBLANCO|(1990.0, 1995.0]|7.3|687|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|7.568|688|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|NAVALMORAL DE LA MATA|(1990.0, 1995.0]|7.236|691|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Formación Profesional|H|SANTA AMALIA|(1990.0, 1995.0]|6.77|695|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|HERRERA DEL DUQUE|(1990.0, 1995.0]|6.754|696|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|MEDELLÍN|(1995.0, 2000.0]|7.572|698|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|PLASENCIA|(1995.0, 2000.0]|7.128|699|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Formación Profesional|H|DON BENITO|(1985.0, 1990.0]|7.0|701|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Formación Profesional|H|BADAJOZ|(1990.0, 1995.0]|6.92|702|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|SEP|Formación Profesional|D|ABERTURA|(1990.0, 1995.0]|7.42|704|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|GETAFE|(1995.0, 2000.0]|6.726|706|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|SEP|Selectividad|H|PLASENCIA|(1990.0, 1995.0]|6.508|708|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|D|BADAJOZ|(1990.0, 1995.0]|6.6|709|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Formación Profesional|D|CÁCERES|(1990.0, 1995.0]|6.5|710|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Formación Profesional|H|DON BENITO|(1990.0, 1995.0]|6.62|712|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|6.61|716|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|6.568|718|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|MÉRIDA|(1995.0, 2000.0]|6.678|719|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|MÉRIDA|(1995.0, 2000.0]|6.742|720|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.49|721|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|8.976|726|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|ARROYO DE LA LUZ|(1995.0, 2000.0]|12.168|727|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|PUERTOLLANO|(1995.0, 2000.0]|9.628|729|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|9.556|732|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.098|733|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|D|CÁCERES|(1995.0, 2000.0]|12.336|735|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|BARCELONA|(1995.0, 2000.0]|8.55|736|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.408|738|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|SEVILLA|(1995.0, 2000.0]|10.274|742|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|VALVERDE DEL FRESNO|(1995.0, 2000.0]|11.428|743|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|10.136|746|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|LA HABA|(1995.0, 2000.0]|10.994|749|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|PLASENCIA|(1995.0, 2000.0]|11.91|754|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|SALAMANCA|(1995.0, 2000.0]|10.892|755|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|8.334|758|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|D|CÁCERES|(1995.0, 2000.0]|9.126|759|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|8.954|761|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|ETXEBARRI|(1995.0, 2000.0]|8.974|763|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|ALMENDRALEJO|(1995.0, 2000.0]|9.296|764|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|11.974|765|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|GUADIANA DEL CAUDILLO|(1995.0, 2000.0]|9.59|766|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|12.024|767|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|9.086|771|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|VALENCIA DE ALCÁNTARA|(1995.0, 2000.0]|10.59|774|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|PLASENCIA|(1995.0, 2000.0]|8.668|776|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|11.6|777|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|D|CÁCERES|(1995.0, 2000.0]|13.074|779|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|FUENTE DEL MAESTRE|(1995.0, 2000.0]|11.382|783|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|D|GALISTEO|(1995.0, 2000.0]|9.022|784|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|CILLEROS|(1995.0, 2000.0]|10.532|785|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|8.643|786|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|9.086|787|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|12.94|788|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|ARROYO DE LA LUZ|(1995.0, 2000.0]|9.41|794|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|CORIA|(1995.0, 2000.0]|11.072|795|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|9.358|796|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|JEREZ DE LOS CABALLEROS|(1995.0, 2000.0]|9.174|797|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|D|ZAHÍNOS|(1995.0, 2000.0]|11.64|798|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|ACEUCHAL|(1995.0, 2000.0]|8.6|803|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|PEDROSO DE ACIM|(1995.0, 2000.0]|9.5|804|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|MAJADAS|(1995.0, 2000.0]|8.624|806|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Formación Profesional|H|NAVALMORAL DE LA MATA|(1985.0, 1990.0]|8.69|809|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Formación Profesional|D|PUEBLA DE SANCHO PÉREZ|(1990.0, 1995.0]|9.54|814|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|ARROYO DE LA LUZ|(1995.0, 2000.0]|12.158|816|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|D|MAJADAS|(1995.0, 2000.0]|11.028|817|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|DON BENITO|(1995.0, 2000.0]|10.75|818|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|6.464|825|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|11.05|829|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|DON BENITO|(1995.0, 2000.0]|8.964|832|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|7.554|833|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|ORELLANA LA VIEJA|(1995.0, 2000.0]|10.274|834|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|GRANADA|(1995.0, 2000.0]|9.842|835|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|D|MÉRIDA|(1995.0, 2000.0]|6.85|837|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|10.768|839|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|VILLANUEVA DE LA VERA|(1995.0, 2000.0]|8.204|841|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|PLASENCIA|(1995.0, 2000.0]|7.96|842|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|EXT|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|7.882|843|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|LA ZARZA|(1995.0, 2000.0]|8.042|844|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|NAVALMORAL DE LA MATA|(1995.0, 2000.0]|7.744|846|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|CALAMONTE|(1995.0, 2000.0]|9.106|851|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|PLASENCIA|(1995.0, 2000.0]|8.244|852|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|7.868|854|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|VILLAFRANCA DE LOS BARROS|(1995.0, 2000.0]|8.304|855|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|SANTA MARTA|(1995.0, 2000.0]|7.914|859|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.404|860|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|8.126|862|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|GARBAYUELA|(1995.0, 2000.0]|7.106|863|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|NAVALVILLAR DE PELA|(1995.0, 2000.0]|7.392|864|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|8.176|865|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|VILLANUEVA DE LA SERENA|(1995.0, 2000.0]|7.274|866|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Formación Profesional|H|FREGENAL DE LA SIERRA|(1980.0, 1985.0]|7.77|867|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|H|PLASENCIA|(1995.0, 2000.0]|7.242|868|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Formación Profesional|H|CORIA|(1990.0, 1995.0]|7.15|871|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|DON BENITO|(1995.0, 2000.0]|7.242|875|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Formación Profesional|H|BADAJOZ|(1990.0, 1995.0]|7.07|879|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|H|VILLANUEVA DE LA SERENA|(1995.0, 2000.0]|7.218|880|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|SEP|Selectividad|H|CORIA|(1990.0, 1995.0]|7.11|885|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Formación Profesional|H|MADRID|(1990.0, 1995.0]|7.0|886|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|9.196|889|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|1|JUN|Selectividad|H|PLASENCIA|(1995.0, 2000.0]|11.6|900|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|1|JUN|Selectividad|H|DON BENITO|(1995.0, 2000.0]|7.754|905|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|0|JUN|Formación Profesional|H|CÁCERES|(1990.0, 1995.0]|9.46|906|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|9.726|907|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|9.722|910|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|10.4|911|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|1|JUN|Selectividad|H|NAVALMORAL DE LA MATA|(1995.0, 2000.0]|8.396|915|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|1|JUN|Selectividad|H|OROPESA|(1995.0, 2000.0]|9.367|917|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|11.194|918|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|0|JUN|Selectividad|H|EL PUENTE DEL ARZOBISPO|(1995.0, 2000.0]|9.403|922|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|0|JUN|Selectividad|H|AZUAGA|(1995.0, 2000.0]|9.414|926|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|11.072|927|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|0|JUN|Selectividad|H|OLIVA DE LA FRONTERA|(1995.0, 2000.0]|12.072|930|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|9.724|931|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|0|JUN|Selectividad|H|ALMENDRALEJO|(1995.0, 2000.0]|10.408|935|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|1|JUN|Selectividad|H|COLLADO VILLALBA|(1995.0, 2000.0]|11.942|936|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|0|JUN|Selectividad|D|TALAVERA DE LA REINA|(1995.0, 2000.0]|9.283|941|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|1|JUN|Selectividad|H|MADRID|(1995.0, 2000.0]|8.736|944|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|9.496|946|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|1|JUN|Selectividad|H|OLIVA DE LA FRONTERA|(1995.0, 2000.0]|9.11|948|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|0|JUN|Selectividad|H|CORIA|(1995.0, 2000.0]|8.382|950|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|10.394|952|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|11.574|953|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|10.592|957|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2016-17|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|6.942|958|1632
